Site,Date,UpperDepth,LowerDepth,Variable,Value,Unit,MethodID
Lacawac,7/14/2015,2,2,srp,1.56,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/16/2016,0.5,0.5,srp,5.25,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/16/2011,2,2,srp,2.45,MicrogramsPhosphorusPerLiter,Method109
Giles,6/14/2017,18,18,srp,4,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2010,18,18,srp,4.95,MicrogramsPhosphorusPerLiter,Method109
Giles,7/15/2015,18,18,srp,1.28,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2015,20,20,srp,7.49,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/22/2015,9,9,srp,5.18,MicrogramsPhosphorusPerLiter,Method158
Giles,6/14/2017,18,18,srp,4.26,MicrogramsPhosphorusPerLiter,Method158
Giles,6/29/2018,20,20,srp,1.36,MicrogramsPhosphorusPerLiter,Method158
Giles,5/17/2016,7,7,srp,1.2,MicrogramsPhosphorusPerLiter,Method158
Giles,8/12/2016,20,20,srp,7.08,MicrogramsPhosphorusPerLiter,Method158
Lacawac,5/16/2013,0.5,0.5,srp,3.34,MicrogramsPhosphorusPerLiter,Method109
Giles,6/15/2015,8,8,srp,3.4,MicrogramsPhosphorusPerLiter,Method158
Giles,6/3/2015,14,14,srp,1.96,MicrogramsPhosphorusPerLiter,Method158
Giles,5/17/2017,7,7,srp,0.511,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/27/2015,3,3,srp,1.48,MicrogramsPhosphorusPerLiter,Method158
Giles,6/15/2015,10,10,srp,2.43,MicrogramsPhosphorusPerLiter,Method158
Waynewood,9/14/2018,5,5,srp,3.44,MicrogramsPhosphorusPerLiter,Method109
Giles,7/15/2010,9,9,srp,0,MicrogramsPhosphorusPerLiter,Method109
Lacawac,9/26/2015,2,2,srp,2.83,MicrogramsPhosphorusPerLiter,Method158
Waynewood,8/16/2017,0.5,0.5,srp,3.08,MicrogramsPhosphorusPerLiter,Method109
Giles,6/30/2016,21.5,21.5,srp,4.43,MicrogramsPhosphorusPerLiter,Method158
Giles,6/2/2017,20,20,srp,2.15,MicrogramsPhosphorusPerLiter,Method158
Giles,6/15/2018,7,7,srp,3.56,MicrogramsPhosphorusPerLiter,Method158
Giles,8/12/2016,20,20,srp,7.08,MicrogramsPhosphorusPerLiter,Method158
Giles,6/30/2016,21.5,21.5,srp,4.43,MicrogramsPhosphorusPerLiter,Method158
Giles,8/16/2011,3,3,srp,1.78,MicrogramsPhosphorusPerLiter,Method109
Giles,8/28/2015,7,7,srp,2.4,MicrogramsPhosphorusPerLiter,Method158
Giles,8/16/2011,3,3,srp,1.45,MicrogramsPhosphorusPerLiter,Method109
Lacawac,8/27/2015,11,11,srp,70.4,MicrogramsPhosphorusPerLiter,Method158
Giles,9/21/1994,15,15,srp,7.7,MicrogramsPhosphorusPerLiter,Method109
Giles,7/16/2014,2,2,srp,2.73,MicrogramsPhosphorusPerLiter,Method158
Lacawac,4/21/2013,10,10,srp,5.81,MicrogramsPhosphorusPerLiter,Method109
Giles,8/12/2014,2,2,srp,3.02,MicrogramsPhosphorusPerLiter,Method158
Lacawac,5/16/2017,5,5,srp,1.23,MicrogramsPhosphorusPerLiter,Method109
Giles,11/16/2015,21,21,srp,33.7,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/28/2014,5,5,srp,2.69,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/28/2014,4,4,srp,2.94,MicrogramsPhosphorusPerLiter,Method158
Giles,7/10/2017,0.5,0.5,srp,1.78,MicrogramsPhosphorusPerLiter,Method158
Giles,11/22/1994,17,17,srp,1.5,MicrogramsPhosphorusPerLiter,Method109
Giles,5/20/2015,19,19,srp,2.73,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/27/2015,8,8,srp,3.39,MicrogramsPhosphorusPerLiter,Method158
Giles,9/13/2016,7,7,srp,4.8,MicrogramsPhosphorusPerLiter,Method158
Lacawac,10/10/2015,8,8,srp,2.79,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/27/2015,11,11,srp,71.1,MicrogramsPhosphorusPerLiter,Method158
Giles,7/10/2017,20,20,srp,9.35,MicrogramsPhosphorusPerLiter,Method158
Giles,8/15/2017,18,18,srp,1.65,MicrogramsPhosphorusPerLiter,Method158
Giles,6/12/2013,0.5,0.5,srp,3.61,MicrogramsPhosphorusPerLiter,Method109
Giles,6/16/2014,2,2,srp,2.42,MicrogramsPhosphorusPerLiter,Method158
Giles,10/15/2016,22,22,srp,62.5,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/10/2016,10,10,srp,6.8,MicrogramsPhosphorusPerLiter,Method158
Giles,7/29/2014,8,8,srp,2.86,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/15/2017,10,10,srp,9.88,MicrogramsPhosphorusPerLiter,Method109
Giles,7/28/2015,16,16,srp,1.67,MicrogramsPhosphorusPerLiter,Method158
Giles,8/28/2015,8,8,srp,2.13,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/9/1993,5,5,srp,1.9,MicrogramsPhosphorusPerLiter,Method109
Giles,6/16/2014,18,18,srp,3.01,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/15/2010,1,1,srp,0,MicrogramsPhosphorusPerLiter,Method109
Giles,6/16/2014,16,16,srp,2.8,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/27/2015,3,3,srp,1.62,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/16/2016,10,10,srp,7.48,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/1/2014,1,1,srp,2.94,MicrogramsPhosphorusPerLiter,Method158
Giles,6/15/2015,4,4,srp,2.22,MicrogramsPhosphorusPerLiter,Method158
Giles,7/2/2014,16,16,srp,3.39,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2013,0.5,0.5,srp,2.47,MicrogramsPhosphorusPerLiter,Method109
Lacawac,6/22/1993,2,2,srp,2.5,MicrogramsPhosphorusPerLiter,Method109
Lacawac,10/10/2015,5,5,srp,2.23,MicrogramsPhosphorusPerLiter,Method158
Giles,8/28/2015,2,2,srp,3.26,MicrogramsPhosphorusPerLiter,Method158
Giles,6/15/2018,18,18,srp,2.37,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/27/2015,3,3,totalP,12.96,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2015,6,6,totalP,12.67,MicrogramsPhosphorusPerLiter,Method159
Lacawac,5/19/2016,10,10,totalP,19.5,MicrogramsPhosphorusPerLiter,Method159
Giles,7/29/2014,8,8,totalP,7.45,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/15/2014,0.5,0.5,totalP,5.79,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2015,21,21,totalP,88.42,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2015,2,2,totalP,12.56,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/11/2014,2,2,totalP,10.13,MicrogramsPhosphorusPerLiter,Method159
Waynewood,7/2/1991,10,10,totalP,47.7,MicrogramsPhosphorusPerLiter,Method112
Lacawac,7/14/2014,0,0,totalP,8.43,MicrogramsPhosphorusPerLiter,Method159
Giles,8/13/2015,16,16,totalP,14.16,MicrogramsPhosphorusPerLiter,Method159
Giles,6/15/2018,0.5,0.5,totalP,14.51,MicrogramsPhosphorusPerLiter,Method159
Giles,6/29/2015,7,7,totalP,11.23,MicrogramsPhosphorusPerLiter,Method159
Giles,8/12/2016,18,18,totalP,14.1,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,12,12,totalP,14.05,MicrogramsPhosphorusPerLiter,Method159
Waynewood,8/11/2016,9,9,totalP,259,MicrogramsPhosphorusPerLiter,Method159
Giles,7/28/2015,10,10,totalP,15.16,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/14/2014,2,2,totalP,4.06,MicrogramsPhosphorusPerLiter,Method159
Giles,7/24/2017,18,18,totalP,8.39,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/10/2016,5,5,totalP,15.7,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/14/2014,1,1,totalP,6.52,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2015,10,10,totalP,14.53,MicrogramsPhosphorusPerLiter,Method159
Giles,8/12/2016,20,20,totalP,13.2,MicrogramsPhosphorusPerLiter,Method159
Lacawac,10/24/2015,7,7,totalP,10.49,MicrogramsPhosphorusPerLiter,Method159
Giles,6/29/2015,2,2,totalP,15.43,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/16/2014,3,3,totalP,7.15,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2016,7,7,totalP,5.33,MicrogramsPhosphorusPerLiter,Method159
Giles,7/28/2015,6,6,totalP,13.78,MicrogramsPhosphorusPerLiter,Method159
Lacawac,4/10/1992,11,11,totalP,12.7,MicrogramsPhosphorusPerLiter,Method112
Giles,10/10/2018,18,18,totalP,12.49,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/16/2016,10,10,totalP,32.7,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/12/2015,9,9,totalP,29.31,MicrogramsPhosphorusPerLiter,Method159
Giles,6/14/2017,7,7,totalP,21.29,MicrogramsPhosphorusPerLiter,Method159
Giles,6/28/2017,18,18,totalP,13.89,MicrogramsPhosphorusPerLiter,Method159
Lacawac,9/12/2015,8,8,totalP,19.25,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2016,18,18,totalP,4.21,MicrogramsPhosphorusPerLiter,Method159
Giles,6/15/2015,20,20,totalP,18.99,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/29/2015,4,4,totalP,11.86,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/15/2014,5,5,totalP,10.46,MicrogramsPhosphorusPerLiter,Method159
Waynewood,7/12/2017,5,5,totalP,26.12,MicrogramsPhosphorusPerLiter,Method112
Waynewood,2/22/1992,7,7,totalP,19.51,MicrogramsPhosphorusPerLiter,Method112
Giles,6/28/2017,22,22,totalP,24.59,MicrogramsPhosphorusPerLiter,Method159
Giles,5/17/2016,18,18,totalP,14,MicrogramsPhosphorusPerLiter,Method159
Lacawac,10/11/2017,0.5,0.5,totalP,11.7,MicrogramsPhosphorusPerLiter,Method112
Lacawac,7/14/2015,4,4,totalP,13.85,MicrogramsPhosphorusPerLiter,Method159
Lacawac,5/20/2018,10,10,totalP,11.8,MicrogramsPhosphorusPerLiter,Method112
Lacawac,11/23/1991,0.5,0.5,totalP,17.96,MicrogramsPhosphorusPerLiter,Method112
Lacawac,9/12/2015,6,6,totalP,13.03,MicrogramsPhosphorusPerLiter,Method159
Giles,6/14/2016,7,7,totalP,3.88,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/4/2015,10,10,totalP,22.03,MicrogramsPhosphorusPerLiter,Method159
Waynewood,9/14/1989,8,8,totalP,237.88,MicrogramsPhosphorusPerLiter,Method112
Giles,10/15/2016,11,11,totalP,3.43,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/11/2014,9,9,totalP,52.23,MicrogramsPhosphorusPerLiter,Method159
Giles,6/15/2015,16,16,totalP,13.62,MicrogramsPhosphorusPerLiter,Method159
Lacawac,10/10/2015,2,2,totalP,10.89,MicrogramsPhosphorusPerLiter,Method159
Giles,5/29/2018,21,21,totalP,13.98,MicrogramsPhosphorusPerLiter,Method159
Giles,7/29/2014,4,4,totalP,2.09,MicrogramsPhosphorusPerLiter,Method159
Giles,8/6/2018,0.5,0.5,totalP,15.15,MicrogramsPhosphorusPerLiter,Method159
Giles,10/15/2016,11,11,totalP,3.43,MicrogramsPhosphorusPerLiter,Method159
Giles,7/24/2017,22,22,totalP,6.89,MicrogramsPhosphorusPerLiter,Method159
Lacawac,9/26/2015,5,5,totalP,12.91,MicrogramsPhosphorusPerLiter,Method159
Giles,8/13/2015,10,10,totalP,13.6,MicrogramsPhosphorusPerLiter,Method159
Giles,7/13/2018,20,20,totalP,15.36,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2015,2,2,totalP,14.79,MicrogramsPhosphorusPerLiter,Method159
Waynewood,9/14/2018,0.5,0.5,totalP,16,MicrogramsPhosphorusPerLiter,Method112
Lacawac,6/22/2015,1,1,totalP,13.3,MicrogramsPhosphorusPerLiter,Method159
Lacawac,9/14/2016,0.5,0.5,totalP,1.34,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/15/2017,0.5,0.5,totalP,12.78,MicrogramsPhosphorusPerLiter,Method112
Lacawac,9/12/2015,10,10,totalP,197.43,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/22/2005,0.5,0.5,totalP,12.65,MicrogramsPhosphorusPerLiter,Method112
Waynewood,6/26/2018,5,5,totalP,21.8,MicrogramsPhosphorusPerLiter,Method112
Giles,6/2/2017,20,20,totalP,13.79,MicrogramsPhosphorusPerLiter,Method159
Giles,8/6/2018,7,7,totalP,13.66,MicrogramsPhosphorusPerLiter,Method159
Giles,8/15/2017,20,20,totalP,9.49,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/28/2014,11,11,totalP,97.7,MicrogramsPhosphorusPerLiter,Method159
Giles,10/23/2015,8,8,totalP,12.19,MicrogramsPhosphorusPerLiter,Method159
Giles,6/14/2017,18,18,totalP,12.29,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/1/2014,4,4,totalP,8.99,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,4,4,totalP,13.68,MicrogramsPhosphorusPerLiter,Method159
Waynewood,6/26/2018,0.5,0.5,totalP,13.6,MicrogramsPhosphorusPerLiter,Method112
Giles,7/10/2017,0.5,0.5,totalP,6.39,MicrogramsPhosphorusPerLiter,Method159
Waynewood,11/23/1991,10,10,totalP,30.35,MicrogramsPhosphorusPerLiter,Method112
Giles,6/22/2015,14,14,totalP,13.42,MicrogramsPhosphorusPerLiter,Method159
Giles,6/20/1989,0.5,0.5,totalP,4.03,MicrogramsPhosphorusPerLiter,Method112
Lacawac,5/19/2016,5,5,totalP,21.2,MicrogramsPhosphorusPerLiter,Method159
Lacawac,5/18/2015,0.5,0.5,totalP,14.45,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/11/2014,1,1,totalP,7.91,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/1/2014,9,9,totalP,35.32,MicrogramsPhosphorusPerLiter,Method159
Giles,2/21/1992,12,12,totalP,7.74,MicrogramsPhosphorusPerLiter,Method112
Giles,9/11/2015,4,4,totalP,14.36,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,12,12,totalP,14.98,MicrogramsPhosphorusPerLiter,Method159
Giles,8/6/2018,0.5,0.5,totalP,16.74,MicrogramsPhosphorusPerLiter,Method159
Giles,6/14/2016,7,7,totalP,3.88,MicrogramsPhosphorusPerLiter,Method159
Giles,8/9/2017,20,20,totalP,3.79,MicrogramsPhosphorusPerLiter,Method159
Lacawac,10/10/2015,0.5,0.5,totalP,12.19,MicrogramsPhosphorusPerLiter,Method159
Giles,8/2/2018,20,20,totalP,9.61,MicrogramsPhosphorusPerLiter,Method159
Giles,8/13/2018,20,20,totalP,10.46,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2016,0.5,0.5,totalP,2.4,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/12/2015,2,2,totalP,14.93,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,20,20,totalP,15.35,MicrogramsPhosphorusPerLiter,Method159
Waynewood,8/17/2014,0.5,0.5,totalP,14.76,MicrogramsPhosphorusPerLiter,Method159
Giles,7/16/2014,12,12,totalP,21.93,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2015,10,10,totalP,14.73,MicrogramsPhosphorusPerLiter,Method159
Giles,6/29/2018,20,20,totalP,12.49,MicrogramsPhosphorusPerLiter,Method159
Giles,6/15/2015,12,12,totalP,11.83,MicrogramsPhosphorusPerLiter,Method159
Giles,10/9/2015,7,7,totalP,10.79,MicrogramsPhosphorusPerLiter,Method159
Giles,8/13/2015,21,21,totalP,27.33,MicrogramsPhosphorusPerLiter,Method159
Giles,5/17/2017,18,18,totalP,5.69,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/16/2016,5,5,totalP,16.3,MicrogramsPhosphorusPerLiter,Method159
Giles,6/2/2017,22,22,totalP,85.29,MicrogramsPhosphorusPerLiter,Method159
Giles,7/28/2015,6,6,totalP,12.53,MicrogramsPhosphorusPerLiter,Method159
Giles,6/29/2015,6,6,totalP,13.29,MicrogramsPhosphorusPerLiter,Method159
Giles,8/15/2017,7,7,totalP,2.79,MicrogramsPhosphorusPerLiter,Method159
Giles,7/11/2012,3,3,totalP,12.77,MicrogramsPhosphorusPerLiter,Method112
Waynewood,11/23/1991,2,2,totalP,19.51,MicrogramsPhosphorusPerLiter,Method112
Giles,11/16/2015,14,14,totalP,13,MicrogramsPhosphorusPerLiter,Method159
Giles,6/3/2015,22,22,totalP,25.77,MicrogramsPhosphorusPerLiter,Method159
Giles,7/13/2018,22,22,totalP,20.36,MicrogramsPhosphorusPerLiter,Method159
Giles,7/28/2015,4,4,totalP,12.48,MicrogramsPhosphorusPerLiter,Method159
Giles,9/13/2016,22,22,totalP,85.5,MicrogramsPhosphorusPerLiter,Method159
Giles,9/13/2016,18,18,totalP,4.77,MicrogramsPhosphorusPerLiter,Method159
Giles,7/15/2015,10,10,totalP,12.37,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,14,14,totalP,11.79,MicrogramsPhosphorusPerLiter,Method159
Giles,9/25/2015,16,16,totalP,19.62,MicrogramsPhosphorusPerLiter,Method159
Giles,6/2/2014,7,7,totalP,9.27,MicrogramsPhosphorusPerLiter,Method159
Giles,6/15/2015,7,7,totalP,12.4,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/29/2015,1,1,totalP,13.56,MicrogramsPhosphorusPerLiter,Method159
Giles,10/13/2017,18,18,totalP,2.18,MicrogramsPhosphorusPerLiter,Method159
Waynewood,6/16/2017,9,9,totalP,46.67,MicrogramsPhosphorusPerLiter,Method112
Giles,8/30/2006,3,3,totalP,12.4,MicrogramsPhosphorusPerLiter,Method112
Waynewood,2/22/1992,1,1,totalP,29.43,MicrogramsPhosphorusPerLiter,Method112
Giles,8/30/2006,3,3,totalP,13.47,MicrogramsPhosphorusPerLiter,Method112
Giles,6/3/2015,7,7,totalP,12.5,MicrogramsPhosphorusPerLiter,Method159
Waynewood,8/17/2014,5,5,totalP,25.49,MicrogramsPhosphorusPerLiter,Method159
Giles,7/10/2017,18,18,totalP,3.57,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/16/2016,5,5,totalP,16.3,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/17/2015,6,6,totalP,15.86,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/27/2015,0.5,0.5,totalP,13.11,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/17/2014,10,10,totalP,114.73,MicrogramsPhosphorusPerLiter,Method159
Giles,5/29/2018,18,18,totalP,13.98,MicrogramsPhosphorusPerLiter,Method159
Lacawac,9/15/1989,8,8,totalP,23.54,MicrogramsPhosphorusPerLiter,Method112
Giles,6/22/2015,8,8,totalP,13.19,MicrogramsPhosphorusPerLiter,Method159
Giles,7/24/2017,18,18,totalP,4.19,MicrogramsPhosphorusPerLiter,Method159
Giles,10/15/2016,18,18,totalP,5.11,MicrogramsPhosphorusPerLiter,Method159
Giles,6/28/2017,18,18,totalP,13.89,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2017,9,9,totalP,3.99,MicrogramsPhosphorusPerLiter,Method159
Waynewood,7/19/2016,9,9,totalP,181,MicrogramsPhosphorusPerLiter,Method159
Giles,8/28/2015,4,4,totalP,13.8,MicrogramsPhosphorusPerLiter,Method159
Lacawac,8/27/2015,5,5,totalP,12.94,MicrogramsPhosphorusPerLiter,Method159
Lacawac,7/1/2014,10,10,totalP,51.69,MicrogramsPhosphorusPerLiter,Method159
Giles,6/2/2017,20,20,totalP,10.99,MicrogramsPhosphorusPerLiter,Method159
Giles,9/11/2017,0.5,0.5,totalP,1.88,MicrogramsPhosphorusPerLiter,Method159
Lacawac,6/15/2011,10,10,srp,7.31,MicrogramsPhosphorusPerLiter,Method109
Lacawac,11/23/1991,0.5,0.5,srp,1.5486881,MicrogramsPhosphorusPerLiter,Method109
Giles,10/9/2015,21,21,srp,50,MicrogramsPhosphorusPerLiter,Method158
Waynewood,4/14/1991,11,11,srp,7.7434405,MicrogramsPhosphorusPerLiter,Method109
Lacawac,9/13/2017,5,5,srp,1.11,MicrogramsPhosphorusPerLiter,Method109
Lacawac,5/3/2010,0.5,0.5,srp,3.32,MicrogramsPhosphorusPerLiter,Method109
Lacawac,5/3/2010,0.5,0.5,srp,0.382,MicrogramsPhosphorusPerLiter,Method109
Giles,6/15/2015,7,7,srp,1.82,MicrogramsPhosphorusPerLiter,Method158
Giles,10/23/2015,6,6,srp,2.4,MicrogramsPhosphorusPerLiter,Method158
Giles,6/28/2017,22,22,srp,10.9,MicrogramsPhosphorusPerLiter,Method158
Lacawac,11/16/1993,6,6,srp,2,MicrogramsPhosphorusPerLiter,Method109
Lacawac,7/28/2014,8,8,srp,4.74,MicrogramsPhosphorusPerLiter,Method158
Giles,9/21/1991,5,5,srp,1.5,MicrogramsPhosphorusPerLiter,Method109
Giles,5/20/2015,13,13,srp,3.4,MicrogramsPhosphorusPerLiter,Method158
Giles,6/30/2016,21.5,21.5,srp,4.38,MicrogramsPhosphorusPerLiter,Method158
Waynewood,8/16/2017,0.5,0.5,srp,3.08,MicrogramsPhosphorusPerLiter,Method109
Lacawac,9/26/2015,5,5,srp,3.19,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/11/2014,7,7,srp,3.23,MicrogramsPhosphorusPerLiter,Method158
Giles,9/12/2018,0.5,0.5,srp,4.8,MicrogramsPhosphorusPerLiter,Method158
Giles,6/3/2015,6,6,srp,2.17,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/27/2015,6,6,srp,1.88,MicrogramsPhosphorusPerLiter,Method158
Giles,10/10/2018,0.5,0.5,srp,5.07,MicrogramsPhosphorusPerLiter,Method158
Giles,6/16/2014,8,8,srp,2.58,MicrogramsPhosphorusPerLiter,Method158
Giles,9/6/2012,3.5,3.5,srp,3.81,MicrogramsPhosphorusPerLiter,Method109
Giles,10/13/2017,18,18,srp,2.28,MicrogramsPhosphorusPerLiter,Method158
Giles,6/29/2015,12,12,srp,2.99,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/29/2015,11,11,srp,25.5,MicrogramsPhosphorusPerLiter,Method158
Giles,7/28/2015,6,6,srp,1.9,MicrogramsPhosphorusPerLiter,Method158
Giles,8/13/2015,20,20,srp,5.17,MicrogramsPhosphorusPerLiter,Method158
Lacawac,10/24/2015,5,5,srp,2.49,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/17/2015,2,2,srp,2.85,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/10/2016,10,10,srp,6.8,MicrogramsPhosphorusPerLiter,Method158
Giles,7/16/2014,20,20,srp,4.85,MicrogramsPhosphorusPerLiter,Method158
Giles,7/28/2015,4,4,srp,2.78,MicrogramsPhosphorusPerLiter,Method158
Waynewood,9/2/1991,7,7,srp,121.7268847,MicrogramsPhosphorusPerLiter,Method109
Giles,9/12/2012,15,15,srp,4.91,MicrogramsPhosphorusPerLiter,Method109
Giles,9/12/2012,15,15,srp,4.98,MicrogramsPhosphorusPerLiter,Method109
Waynewood,8/3/1993,2,2,srp,2.5,MicrogramsPhosphorusPerLiter,Method109
Lacawac,7/15/2013,10,10,srp,46,MicrogramsPhosphorusPerLiter,Method109
Giles,10/15/2016,18,18,srp,5.93,MicrogramsPhosphorusPerLiter,Method158
Waynewood,6/16/2017,5,5,srp,3.9,MicrogramsPhosphorusPerLiter,Method109
Waynewood,11/23/1991,10,10,srp,30.973762,MicrogramsPhosphorusPerLiter,Method109
Lacawac,7/27/2015,9,9,srp,12.8,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2015,7,7,srp,2.94,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/27/2015,8,8,srp,3.92,MicrogramsPhosphorusPerLiter,Method158
Lacawac,8/11/2014,9,9,srp,21.8,MicrogramsPhosphorusPerLiter,Method158
Giles,8/28/2015,6,6,srp,3.08,MicrogramsPhosphorusPerLiter,Method158
Waynewood,7/12/2017,5,5,srp,4.99,MicrogramsPhosphorusPerLiter,Method109
Giles,8/14/2013,18,18,srp,6.54,MicrogramsPhosphorusPerLiter,Method109
Lacawac,4/21/2013,5,5,srp,6.63,MicrogramsPhosphorusPerLiter,Method109
Giles,10/13/2017,18,18,srp,2.28,MicrogramsPhosphorusPerLiter,Method158
Giles,6/14/2017,22,22,srp,17,MicrogramsPhosphorusPerLiter,Method158
Giles,6/2/2017,22,22,srp,8.48,MicrogramsPhosphorusPerLiter,Method158
Waynewood,8/18/1993,6,6,srp,7.3,MicrogramsPhosphorusPerLiter,Method109
Waynewood,2/22/1992,11,11,srp,50.79696968,MicrogramsPhosphorusPerLiter,Method109
Lacawac,7/14/2014,10,10,srp,34.4,MicrogramsPhosphorusPerLiter,Method158
Giles,9/13/2016,18,18,srp,4.12,MicrogramsPhosphorusPerLiter,Method158
Giles,11/16/1993,18,18,srp,0.7,MicrogramsPhosphorusPerLiter,Method109
Giles,6/14/2016,7,7,srp,1.83,MicrogramsPhosphorusPerLiter,Method158
Waynewood,5/19/2016,0.5,0.5,srp,4.97,MicrogramsPhosphorusPerLiter,Method158
Giles,10/13/2017,0.5,0.5,srp,1.47,MicrogramsPhosphorusPerLiter,Method158
Giles,10/15/2016,0.5,0.5,srp,0.915,MicrogramsPhosphorusPerLiter,Method158
Giles,8/9/2017,18,18,srp,2.16,MicrogramsPhosphorusPerLiter,Method158
Giles,10/9/2015,8,8,srp,1.5,MicrogramsPhosphorusPerLiter,Method158
Giles,9/21/1991,0.5,0.5,srp,1.5,MicrogramsPhosphorusPerLiter,Method109
Giles,7/29/2014,20,20,srp,4.43,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2016,0.5,0.5,srp,5.34,MicrogramsPhosphorusPerLiter,Method158
Waynewood,9/15/2016,5,5,srp,4.86,MicrogramsPhosphorusPerLiter,Method158
Giles,4/19/2013,0.5,0.5,srp,4.74,MicrogramsPhosphorusPerLiter,Method109
Waynewood,4/10/1992,0.5,0.5,srp,7.43370288,MicrogramsPhosphorusPerLiter,Method109
Giles,6/3/2015,12,12,srp,2.91,MicrogramsPhosphorusPerLiter,Method158
Giles,7/15/2015,6,6,srp,2.15,MicrogramsPhosphorusPerLiter,Method158
Lacawac,9/28/1993,7,7,srp,1.3,MicrogramsPhosphorusPerLiter,Method109
Giles,9/12/2018,0.5,0.5,srp,4.89,MicrogramsPhosphorusPerLiter,Method158
Giles,10/23/2015,12,12,srp,3.11,MicrogramsPhosphorusPerLiter,Method158
Lacawac,7/15/2013,5,5,srp,3.31,MicrogramsPhosphorusPerLiter,Method109
Giles,6/22/2015,4,4,srp,2.89,MicrogramsPhosphorusPerLiter,Method158
Giles,6/22/2015,4,4,srp,2.22,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/15/2011,1,1,srp,2.2,MicrogramsPhosphorusPerLiter,Method109
Lacawac,6/9/1993,2,2,srp,1.9,MicrogramsPhosphorusPerLiter,Method109
Giles,9/13/2016,0.5,0.5,srp,5.73,MicrogramsPhosphorusPerLiter,Method158
Lacawac,6/16/2014,7,7,srp,4.62,MicrogramsPhosphorusPerLiter,Method158
