Site,Date,UpperDepth,LowerDepth,Variable,Value,Unit,MethodID
Lacawac,8/10/2010,5,5,temp,14.2,DegreesCelsius,Method002
Waynewood,8/14/2018,7,7,temp,7.8,DegreesCelsius,Method144
Giles,8/28/2015,14,14,temp,6.6,DegreesCelsius,Method002
Lacawac,1/21/1993,11,11,temp,4,DegreesCelsius,Method002
Lacawac,7/28/2018,9,9,temp,6.6,DegreesCelsius,Method144
Waynewood,7/12/1996,4,4,temp,18,DegreesCelsius,Method002
Giles,8/28/2015,13,13,temp,6.9,DegreesCelsius,Method002
Lacawac,6/16/2018,1,1,temp,20.3,DegreesCelsius,Method144
Giles,7/6/1988,0,0,temp,19,DegreesCelsius,Method002
Waynewood,11/16/1993,4,4,temp,7,DegreesCelsius,Method002
Waynewood,11/16/1993,3,3,temp,7.2,DegreesCelsius,Method002
Lacawac,7/19/1988,4,4,temp,17,DegreesCelsius,Method002
Lacawac,6/16/2018,3,3,temp,18.1,DegreesCelsius,Method144
Giles,6/13/1996,8,8,temp,13,DegreesCelsius,Method002
Giles,8/28/2015,10,10,temp,10.1,DegreesCelsius,Method002
Giles,6/13/1996,7,7,temp,15,DegreesCelsius,Method002
Waynewood,4/14/1991,1,1,temp,9.4,DegreesCelsius,Method002
Giles,9/25/1989,-1,-1,temp,7.9,DegreesCelsius,Method002
Waynewood,8/16/2017,0,0,temp,23.2,DegreesCelsius,Method144
Lacawac,6/16/2018,12,12,temp,6,DegreesCelsius,Method144
Lacawac,3/23/2007,12,12,temp,4.1,DegreesCelsius,Method002
Giles,6/29/2015,18,18,temp,5,DegreesCelsius,Method002
Lacawac,9/14/1996,8,8,temp,8.3,DegreesCelsius,Method002
Lacawac,7/20/1993,13,13,temp,6.7,DegreesCelsius,Method002
Lacawac,11/16/1993,8,8,temp,6.2,DegreesCelsius,Method002
Giles,6/13/1996,3,3,temp,21,DegreesCelsius,Method002
Giles,10/18/1994,9,9,temp,14.2,DegreesCelsius,Method002
Lacawac,6/15/1997,9,9,temp,8,DegreesCelsius,Method002
Waynewood,5/17/1991,12,12,temp,6.1,DegreesCelsius,Method002
Giles,6/13/1996,22,22,temp,6,DegreesCelsius,Method002
Lacawac,11/16/1993,6,6,temp,6.7,DegreesCelsius,Method002
Giles,9/21/1991,6,6,temp,20.4,DegreesCelsius,Method002
Giles,9/28/1993,19,19,temp,9.9,DegreesCelsius,Method002
Giles,7/15/2013,21,21,temp,5.2,DegreesCelsius,Method002
Giles,7/11/2012,17,17,temp,6.6,DegreesCelsius,Method002
Waynewood,5/17/1991,8,8,temp,6.7,DegreesCelsius,Method002
Giles,6/13/1996,-1,-1,temp,26,DegreesCelsius,Method002
Waynewood,9/10/1989,1,1,temp,22.8,DegreesCelsius,Method002
Giles,6/13/1996,1,1,temp,22.5,DegreesCelsius,Method002
Waynewood,2/22/1992,5,5,temp,3.3,DegreesCelsius,Method002
Giles,6/9/1993,9,9,temp,12.6,DegreesCelsius,Method002
Waynewood,6/13/1996,11,11,temp,7.2,DegreesCelsius,Method002
Giles,9/25/1989,10,10,temp,19,DegreesCelsius,Method002
Waynewood,2/22/1992,10,10,temp,3.1,DegreesCelsius,Method002
Giles,9/21/1991,3,3,temp,20.4,DegreesCelsius,Method002
Waynewood,4/12/1996,9,9,temp,6,DegreesCelsius,Method002
Giles,6/17/1991,21,21,temp,6.5,DegreesCelsius,Method002
Giles,8/2/1988,17,17,temp,4.5,DegreesCelsius,Method002
Waynewood,8/25/1992,1,1,temp,22.8,DegreesCelsius,Method002
Lacawac,7/4/2016,5,5,temp,12.9,DegreesCelsius,Method002
Lacawac,6/21/1994,0,0,temp,25.5,DegreesCelsius,Method002
Lacawac,8/27/2015,4,4,temp,22.1,DegreesCelsius,Method002
Giles,6/15/2015,21,21,temp,4.8,DegreesCelsius,Method002
Giles,6/28/1995,7,7,temp,18.7,DegreesCelsius,Method002
Waynewood,1/24/1992,8,8,temp,2.9,DegreesCelsius,Method002
Giles,8/2/1988,15,15,temp,6,DegreesCelsius,Method002
Giles,10/12/1995,16,16,temp,11.2,DegreesCelsius,Method002
Waynewood,4/12/1996,0,0,temp,6.5,DegreesCelsius,Method002
Lacawac,7/12/1988,1,1,temp,23,DegreesCelsius,Method002
Giles,6/14/2016,6,6,temp,17.9,DegreesCelsius,Method002
Lacawac,6/18/1992,11,11,temp,4.9,DegreesCelsius,Method002
Giles,8/2/1988,11,11,temp,11,DegreesCelsius,Method002
Giles,9/12/2018,4,4,temp,21.3,DegreesCelsius,Method144
Lacawac,5/13/1993,2,2,temp,19.4,DegreesCelsius,Method002
Giles,10/12/1995,14,14,temp,13.7,DegreesCelsius,Method002
Giles,8/6/1996,4,4,temp,23,DegreesCelsius,Method002
Lacawac,11/17/1995,0,0,temp,21.4,DegreesCelsius,Method002
Giles,8/25/1992,14,14,temp,11.2,DegreesCelsius,Method002
Giles,6/28/1988,0,0,temp,15,DegreesCelsius,Method002
Waynewood,6/4/1991,12,12,temp,6.2,DegreesCelsius,Method002
Waynewood,6/4/1991,11,11,temp,6.3,DegreesCelsius,Method002
Giles,9/8/1997,9,9,temp,20.7,DegreesCelsius,Method002
Waynewood,6/18/1991,0,0,temp,24.2,DegreesCelsius,Method002
Lacawac,6/29/1995,7,7,temp,9.5,DegreesCelsius,Method004
Giles,9/21/1991,16,16,temp,10,DegreesCelsius,Method002
Lacawac,7/17/1990,7,7,temp,9.6,DegreesCelsius,Method002
Lacawac,5/1/2013,2,2,temp,14.7,DegreesCelsius,Method002
Giles,6/30/1992,21,21,temp,5.5,DegreesCelsius,Method002
Giles,7/3/1990,16,16,temp,9.3,DegreesCelsius,Method002
Giles,10/18/1994,16,16,temp,13.8,DegreesCelsius,Method002
Lacawac,5/1/2013,11,11,temp,5.2,DegreesCelsius,Method002
Waynewood,11/12/1996,5,5,temp,8,DegreesCelsius,Method002
Giles,7/15/2013,11,11,temp,8.6,DegreesCelsius,Method002
Lacawac,10/8/1989,2,2,temp,13.7,DegreesCelsius,Method002
Giles,3/17/1991,20,20,temp,3.7,DegreesCelsius,Method002
Giles,9/8/1997,3,3,temp,20.9,DegreesCelsius,Method002
Giles,8/14/2015,19,19,temp,5.1,DegreesCelsius,Method002
Lacawac,10/8/1989,4,4,temp,13.7,DegreesCelsius,Method002
Giles,12/27/1989,6,6,temp,1.5,DegreesCelsius,Method002
Waynewood,6/9/1993,0,0,temp,19.5,DegreesCelsius,Method002
Giles,6/13/2007,14,14,temp,6.4,DegreesCelsius,Method002
Giles,9/21/1991,10,10,temp,20.3,DegreesCelsius,Method002
Giles,9/11/1989,8,8,temp,21.5,DegreesCelsius,Method002
Waynewood,8/3/2018,11,11,temp,6.2,DegreesCelsius,Method144
Lacawac,9/28/1993,7,7,temp,13,DegreesCelsius,Method002
Lacawac,7/6/1988,4,4,temp,16,DegreesCelsius,Method002
Giles,6/2/2014,6,6,temp,13,DegreesCelsius,Method002
Giles,8/6/1996,13,13,temp,10.9,DegreesCelsius,Method002
Lacawac,10/16/2009,4,4,temp,10.7,DegreesCelsius,Method002
Lacawac,5/12/2012,1,1,temp,16.1,DegreesCelsius,Method002
Lacawac,10/10/2015,6,6,temp,15,DegreesCelsius,Method002
Lacawac,10/14/2016,7,7,temp,13.9,DegreesCelsius,Method144
Waynewood,10/19/1990,0,0,temp,15,DegreesCelsius,Method002
Giles,8/13/2008,20,20,temp,5.6,DegreesCelsius,Method002
Giles,11/12/1997,16,16,temp,10,DegreesCelsius,Method002
Giles,5/31/2011,2,2,temp,22.2,DegreesCelsius,Method002
Lacawac,9/24/1992,10,10,temp,7.2,DegreesCelsius,Method002
Waynewood,7/16/2015,0,0,temp,23.5,DegreesCelsius,Method002
Waynewood,7/7/2017,5.5,5.5,temp,8.7,DegreesCelsius,Method144
Giles,5/17/2010,2,2,temp,14.8,DegreesCelsius,Method002
Lacawac,10/14/2016,3,3,temp,14.8,DegreesCelsius,Method144
Lacawac,8/2/1988,0,0,temp,29.3,DegreesCelsius,Method002
Giles,8/1/1994,20,20,temp,7.8,DegreesCelsius,Method002
Giles,10/11/1991,4,4,temp,15.9,DegreesCelsius,Method002
Lacawac,6/2/1988,10,10,temp,6,DegreesCelsius,Method002
Giles,8/15/1989,13,13,temp,11.9,DegreesCelsius,Method002
Lacawac,2/21/1995,0,0,temp,0,DegreesCelsius,Method002
Giles,8/1/1994,-1,-1,temp,25.3,DegreesCelsius,Method002
Giles,1/20/1993,10,10,temp,2.9,DegreesCelsius,Method002
Giles,10/15/2016,9,9,temp,15.4,DegreesCelsius,Method144
Lacawac,5/17/1991,2,2,temp,22.2,DegreesCelsius,Method002
Giles,8/1/1994,19,19,temp,8,DegreesCelsius,Method002
Giles,6/6/1989,-1,-1,temp,16.3,DegreesCelsius,Method002
Giles,7/19/1990,8,8,temp,20.6,DegreesCelsius,Method002
Lacawac,4/26/1994,0,0,temp,13.5,DegreesCelsius,Method002
Lacawac,12/28/1989,7,7,temp,3.7,DegreesCelsius,Method002
Lacawac,11/22/1994,9,9,temp,8.3,DegreesCelsius,Method002
Giles,7/10/2017,0,0,temp,24.3,DegreesCelsius,Method144
Giles,4/30/2013,3,3,temp,11.8,DegreesCelsius,Method002
Lacawac,7/26/1988,7,7,temp,6.2,DegreesCelsius,Method002
Lacawac,11/12/1996,7,7,temp,8,DegreesCelsius,Method002
Giles,5/20/2015,21,21,temp,4.7,DegreesCelsius,Method002
Lacawac,7/25/1995,2,2,temp,27.1,DegreesCelsius,Method002
Giles,8/28/2015,4,4,temp,23.5,DegreesCelsius,Method002
Giles,10/11/1991,18,18,temp,8.8,DegreesCelsius,Method002
Waynewood,8/7/1996,11,11,temp,7.3,DegreesCelsius,Method002
Lacawac,12/13/1990,3,3,temp,3.1,DegreesCelsius,Method002
Giles,7/15/2003,9,9,temp,11.9,DegreesCelsius,Method002
Lacawac,6/1/2017,6,6,temp,7.1,DegreesCelsius,Method144
Giles,7/10/2017,9,9,temp,10.5,DegreesCelsius,Method144
Giles,5/20/2015,19,19,temp,4.8,DegreesCelsius,Method002
Lacawac,7/26/1988,4,4,temp,15.5,DegreesCelsius,Method002
Giles,7/6/1988,3,3,temp,17,DegreesCelsius,Method002
Lacawac,5/12/2012,5,5,temp,10.6,DegreesCelsius,Method002
Lacawac,6/4/2015,2,2,temp,19.6,DegreesCelsius,Method002
Lacawac,11/12/1996,3,3,temp,8,DegreesCelsius,Method002
Lacawac,4/24/2007,0,0,temp,13.3,DegreesCelsius,Method002
Waynewood,8/25/1992,8,8,temp,7.4,DegreesCelsius,Method002
Lacawac,5/12/2012,12,12,temp,8,DegreesCelsius,Method002
Giles,10/15/2016,14,14,temp,8,DegreesCelsius,Method144
Lacawac,3/27/1992,8,8,temp,2.8,DegreesCelsius,Method002
Giles,6/11/1997,20,20,temp,7.8,DegreesCelsius,Method002
Giles,6/11/1997,-1,-1,temp,26,DegreesCelsius,Method002
Lacawac,5/18/1990,5,5,temp,10.7,DegreesCelsius,Method002
Giles,7/19/1990,15,15,temp,10.5,DegreesCelsius,Method002
Giles,7/27/2007,13,13,temp,8.3,DegreesCelsius,Method002
Lacawac,9/12/2015,0,0,temp,23.4,DegreesCelsius,Method002
Giles,8/24/1994,1,1,temp,22,DegreesCelsius,Method002
Lacawac,6/22/1993,0,0,temp,24.4,DegreesCelsius,Method002
Waynewood,8/11/2016,2,2,temp,25.5,DegreesCelsius,Method002
Giles,6/11/1997,18,18,temp,8,DegreesCelsius,Method002
Lacawac,4/19/2012,9,9,temp,8.4,DegreesCelsius,Method002
Lacawac,12/13/1990,0,0,temp,3.2,DegreesCelsius,Method002
Giles,5/20/2015,14,14,temp,5.6,DegreesCelsius,Method002
Giles,7/13/2011,17,17,temp,5.8,DegreesCelsius,Method002
Giles,10/9/2015,18,18,temp,5.4,DegreesCelsius,Method002
Lacawac,11/22/1994,0,0,temp,8.3,DegreesCelsius,Method002
Lacawac,8/10/2010,8,8,temp,7.4,DegreesCelsius,Method002
Giles,4/19/1993,15,15,temp,5.2,DegreesCelsius,Method002
Giles,5/16/2011,4,4,temp,14.9,DegreesCelsius,Method002
Giles,8/1/1989,8,8,temp,19.8,DegreesCelsius,Method002
Lacawac,7/20/1993,5,5,temp,14.6,DegreesCelsius,Method002
Lacawac,9/19/1996,7,7,temp,10.1,DegreesCelsius,Method002
Lacawac,9/11/1992,1,1,temp,21.9,DegreesCelsius,Method002
Giles,11/16/2015,8,8,temp,10,DegreesCelsius,Method002
Giles,8/12/1991,-1,-1,temp,26.4,DegreesCelsius,Method002
Giles,6/6/2018,13,13,temp,6.3,DegreesCelsius,Method144
Lacawac,9/19/1996,4,4,temp,18.2,DegreesCelsius,Method002
Giles,8/1/1989,4,4,temp,22.7,DegreesCelsius,Method002
Giles,11/16/2015,6,6,temp,10,DegreesCelsius,Method002
Lacawac,3/23/2007,7,7,temp,4,DegreesCelsius,Method002
Giles,11/19/1992,3,3,temp,7.5,DegreesCelsius,Method002
Giles,6/11/1997,11,11,temp,12.8,DegreesCelsius,Method002
Waynewood,2/16/1990,1,1,temp,4.2,DegreesCelsius,Method002
Waynewood,8/8/2018,0,0,temp,27.5,DegreesCelsius,Method144
Giles,8/1/1989,2,2,temp,22.7,DegreesCelsius,Method002
Lacawac,4/19/2012,0,0,temp,13.2,DegreesCelsius,Method002
Lacawac,7/16/2016,0,0,temp,26.5,DegreesCelsius,Method144
Waynewood,6/15/2015,9,9,temp,6,DegreesCelsius,Method002
Lacawac,9/22/1991,8,8,temp,9.9,DegreesCelsius,Method002
Lacawac,7/8/2016,9,9,temp,7.2,DegreesCelsius,Method002
Giles,11/16/2015,20,20,temp,5.5,DegreesCelsius,Method002
Giles,7/11/2012,2,2,temp,25.9,DegreesCelsius,Method002
Giles,9/25/1989,21,21,temp,8.7,DegreesCelsius,Method002
Lacawac,11/16/1993,9,9,temp,6.2,DegreesCelsius,Method002
Lacawac,4/12/1991,4,4,temp,9.3,DegreesCelsius,Method002
Lacawac,7/8/2016,6,6,temp,10.6,DegreesCelsius,Method002
Giles,8/1/1989,18,18,temp,8.9,DegreesCelsius,Method002
Waynewood,3/25/1990,2,2,temp,6.3,DegreesCelsius,Method002
Waynewood,3/25/1990,4,4,temp,6.1,DegreesCelsius,Method002
Lacawac,9/22/1991,5,5,temp,18.6,DegreesCelsius,Method002
Waynewood,3/25/1990,7,7,temp,6,DegreesCelsius,Method002
Lacawac,9/14/1996,6,6,temp,13.7,DegreesCelsius,Method002
Lacawac,7/20/1993,10,10,temp,6.8,DegreesCelsius,Method002
Giles,7/19/1994,19,19,temp,7.8,DegreesCelsius,Method002
Waynewood,8/25/1992,9,9,temp,6.9,DegreesCelsius,Method002
Waynewood,11/12/1996,12,12,temp,7.1,DegreesCelsius,Method002
Lacawac,11/12/1989,11,11,temp,9,DegreesCelsius,Method002
Lacawac,9/14/1996,3,3,temp,21.8,DegreesCelsius,Method002
Giles,7/19/1994,17,17,temp,8.6,DegreesCelsius,Method002
Giles,7/13/2018,10,10,temp,9,DegreesCelsius,Method144
Waynewood,8/25/1992,6,6,temp,10.6,DegreesCelsius,Method002
Waynewood,6/4/1991,0,0,temp,23.9,DegreesCelsius,Method002
Giles,12/13/1990,12,12,temp,4.8,DegreesCelsius,Method002
Giles,10/12/1995,20,20,temp,9,DegreesCelsius,Method002
Giles,6/10/2009,5,5,temp,18.1,DegreesCelsius,Method002
Giles,7/13/2018,5,5,temp,23.2,DegreesCelsius,Method144
Lacawac,9/22/1991,-1,-1,temp,19.6,DegreesCelsius,Method002
Lacawac,8/26/1992,7,7,temp,9.1,DegreesCelsius,Method002
Waynewood,8/25/1992,12,12,temp,6.6,DegreesCelsius,Method002
Giles,8/25/1992,21,21,temp,8.1,DegreesCelsius,Method002
Lacawac,9/20/2000,7,7,temp,9.8,DegreesCelsius,Method002
Giles,7/19/1994,11,11,temp,15,DegreesCelsius,Method002
Waynewood,1/24/1992,7,7,temp,2.9,DegreesCelsius,Method002
Giles,6/10/2009,21,21,temp,6.3,DegreesCelsius,Method002
Giles,6/30/2011,16,16,temp,6,DegreesCelsius,Method002
Giles,9/13/2016,4,4,temp,24,DegreesCelsius,Method144
Giles,5/16/2011,17,17,temp,5.3,DegreesCelsius,Method002
Giles,6/28/1995,6,6,temp,20.5,DegreesCelsius,Method002
Lacawac,8/26/1992,4,4,temp,20.1,DegreesCelsius,Method002
Lacawac,10/18/1994,1,1,temp,13.4,DegreesCelsius,Method002
Giles,6/10/2009,19,19,temp,6.4,DegreesCelsius,Method002
Waynewood,11/12/1989,6,6,temp,8.7,DegreesCelsius,Method002
Waynewood,6/11/1997,3,3,temp,18,DegreesCelsius,Method002
Lacawac,6/4/2018,0,0,temp,22.1,DegreesCelsius,Method144
Giles,11/16/2015,13,13,temp,9.7,DegreesCelsius,Method002
Lacawac,8/7/1996,5,5,temp,16.4,DegreesCelsius,Method002
Waynewood,8/11/1992,8,8,temp,7.6,DegreesCelsius,Method002
Lacawac,7/12/1988,0,0,temp,24,DegreesCelsius,Method002
Waynewood,7/2/1991,1,1,temp,24.4,DegreesCelsius,Method002
Waynewood,8/13/2012,11,11,temp,7.9,DegreesCelsius,Method002
Giles,7/15/2015,7,7,temp,13.7,DegreesCelsius,Method002
Lacawac,10/8/1989,8,8,temp,11.4,DegreesCelsius,Method002
Lacawac,6/28/2016,8,8,temp,7.9,DegreesCelsius,Method002
Giles,4/29/1990,8,8,temp,8.7,DegreesCelsius,Method002
Giles,4/30/2013,7,7,temp,9.1,DegreesCelsius,Method002
Lacawac,7/6/1993,8,8,temp,7.5,DegreesCelsius,Method002
Giles,6/15/2015,17,17,temp,5.2,DegreesCelsius,Method002
Giles,6/10/2009,10,10,temp,9.1,DegreesCelsius,Method002
Waynewood,8/11/1992,2,2,temp,22.6,DegreesCelsius,Method002
Lacawac,5/18/2015,12,12,temp,4.9,DegreesCelsius,Method002
Giles,6/10/2009,0,0,temp,20.7,DegreesCelsius,Method002
Waynewood,4/19/1993,6,6,temp,5.6,DegreesCelsius,Method002
Lacawac,8/7/1996,10,10,temp,7.1,DegreesCelsius,Method002
Lacawac,6/29/2015,0,0,temp,21.3,DegreesCelsius,Method002
Waynewood,6/6/1990,2,2,temp,16.7,DegreesCelsius,Method002
Giles,7/17/1989,8,8,temp,17,DegreesCelsius,Method002
Lacawac,6/28/2016,2,2,temp,24.2,DegreesCelsius,Method002
Giles,9/13/2016,10,10,temp,13.9,DegreesCelsius,Method144
Giles,6/28/1995,15,15,temp,8.9,DegreesCelsius,Method002
Giles,6/15/2015,13,13,temp,6.2,DegreesCelsius,Method002
Lacawac,7/23/1996,9,9,temp,7,DegreesCelsius,Method002
Giles,4/29/1990,2,2,temp,14.6,DegreesCelsius,Method002
Giles,4/9/1992,8,8,temp,3.9,DegreesCelsius,Method002
Lacawac,8/16/2011,7,7,temp,8.2,DegreesCelsius,Method002
Giles,7/20/1993,16,16,temp,10.5,DegreesCelsius,Method002
Waynewood,5/27/2015,8,8,temp,6.2,DegreesCelsius,Method002
Giles,7/17/1989,4,4,temp,22,DegreesCelsius,Method002
Waynewood,4/19/1993,2,2,temp,6.5,DegreesCelsius,Method002
Waynewood,7/2/1991,12,12,temp,6.5,DegreesCelsius,Method002
Waynewood,4/10/1992,1,1,temp,4.8,DegreesCelsius,Method002
Giles,11/19/1990,7,7,temp,7.9,DegreesCelsius,Method002
Giles,6/2/2014,4,4,temp,18.5,DegreesCelsius,Method002
Giles,7/10/2009,21,21,temp,6.4,DegreesCelsius,Method002
Giles,9/10/1992,11,11,temp,16.4,DegreesCelsius,Method002
Lacawac,11/12/1996,11,11,temp,8,DegreesCelsius,Method002
Waynewood,7/18/1996,1,1,temp,25.2,DegreesCelsius,Method002
Giles,9/23/1992,15,15,temp,11.3,DegreesCelsius,Method002
Giles,7/16/2014,3,3,temp,24.6,DegreesCelsius,Method002
Giles,7/13/2011,20,20,temp,5.5,DegreesCelsius,Method002
Giles,7/27/2007,14,14,temp,8,DegreesCelsius,Method002
Giles,6/6/2018,3,3,temp,19.9,DegreesCelsius,Method144
Lacawac,7/6/1988,0,0,temp,22,DegreesCelsius,Method002
Lacawac,7/6/1993,-1,-1,temp,27.2,DegreesCelsius,Method002
Giles,10/16/2009,8,8,temp,12.6,DegreesCelsius,Method002
Lacawac,9/7/1991,4,4,temp,21.8,DegreesCelsius,Method002
Lacawac,6/20/2016,11,11,temp,7,DegreesCelsius,Method002
Waynewood,8/18/1993,6,6,temp,11.1,DegreesCelsius,Method002
Giles,4/21/1997,7,7,temp,6.6,DegreesCelsius,Method002
Lacawac,10/20/1990,11,11,temp,8,DegreesCelsius,Method002
Giles,4/30/2013,2,2,temp,11.9,DegreesCelsius,Method002
Giles,12/27/1989,13,13,temp,4,DegreesCelsius,Method002
Giles,4/29/1990,13,13,temp,7.3,DegreesCelsius,Method002
Lacawac,9/28/1993,11,11,temp,7.3,DegreesCelsius,Method002
Giles,7/15/2016,22,22,temp,6.7,DegreesCelsius,Method144
Giles,9/11/1989,14,14,temp,12.7,DegreesCelsius,Method002
Lacawac,8/12/1992,7,7,temp,8.5,DegreesCelsius,Method002
Waynewood,6/22/1993,11,11,temp,6.4,DegreesCelsius,Method002
Giles,8/2/2018,8,8,temp,14,DegreesCelsius,Method144
Waynewood,7/20/1993,4,4,temp,21.1,DegreesCelsius,Method002
Lacawac,9/20/1994,2,2,temp,19,DegreesCelsius,Method002
Giles,7/15/2016,21,21,temp,6.7,DegreesCelsius,Method144
Lacawac,6/3/1992,1,1,temp,16,DegreesCelsius,Method002
Giles,10/15/2010,18,18,temp,5.9,DegreesCelsius,Method002
Giles,7/15/2015,20,20,temp,5,DegreesCelsius,Method002
Lacawac,6/15/2014,4,4,temp,14.3,DegreesCelsius,Method002
Lacawac,11/20/1997,12,12,temp,4.4,DegreesCelsius,Method002
Waynewood,8/1/1990,5,5,temp,15.2,DegreesCelsius,Method002
Waynewood,2/16/1990,3,3,temp,3.8,DegreesCelsius,Method002
Lacawac,7/18/1996,1,1,temp,24.7,DegreesCelsius,Method002
Giles,4/9/1992,17,17,temp,3.8,DegreesCelsius,Method002
Giles,11/19/1990,17,17,temp,7.9,DegreesCelsius,Method002
Waynewood,7/15/1992,6,6,temp,8.8,DegreesCelsius,Method002
Giles,7/5/1994,16,16,temp,8.4,DegreesCelsius,Method002
Giles,9/25/2015,6,6,temp,20.6,DegreesCelsius,Method002
Giles,8/22/2000,20,20,temp,7.9,DegreesCelsius,Method002
Giles,10/14/1992,14,14,temp,14.6,DegreesCelsius,Method002
Giles,5/19/2009,14,14,temp,6.8,DegreesCelsius,Method002
Lacawac,7/18/1996,0,0,temp,25.2,DegreesCelsius,Method002
Giles,4/9/1992,12,12,temp,3.9,DegreesCelsius,Method002
Lacawac,4/7/2017,4,4,temp,6.4,DegreesCelsius,Method144
Giles,8/23/1995,7,7,temp,24.6,DegreesCelsius,Method002
Giles,7/16/2014,12,12,temp,7.7,DegreesCelsius,Method002
Lacawac,8/12/1992,11,11,temp,6.1,DegreesCelsius,Method002
Giles,10/14/1992,10,10,temp,14.7,DegreesCelsius,Method002
Waynewood,7/15/1992,12,12,temp,6.3,DegreesCelsius,Method002
Waynewood,8/17/2014,9,9,temp,7.3,DegreesCelsius,Method002
Giles,5/19/2009,0,0,temp,15.2,DegreesCelsius,Method002
Lacawac,6/16/2016,9,9,temp,7.3,DegreesCelsius,Method002
Lacawac,9/24/1989,1,1,temp,17.6,DegreesCelsius,Method002
Giles,5/18/2012,8,8,temp,11.5,DegreesCelsius,Method002
Giles,4/30/2013,10,10,temp,6.2,DegreesCelsius,Method002
Lacawac,6/22/2015,2,2,temp,23,DegreesCelsius,Method002
Waynewood,12/18/1991,7,7,temp,3.1,DegreesCelsius,Method002
Waynewood,11/19/1990,0,0,temp,5.2,DegreesCelsius,Method002
Lacawac,9/18/1990,5,5,temp,16,DegreesCelsius,Method002
Lacawac,9/18/1990,4,4,temp,18.1,DegreesCelsius,Method002
Lacawac,9/14/2009,0,0,temp,20.5,DegreesCelsius,Method002
Waynewood,7/1/1992,9,9,temp,5,DegreesCelsius,Method002
Giles,8/23/1995,-1,-1,temp,22,DegreesCelsius,Method002
Giles,7/5/1989,23,23,temp,8.3,DegreesCelsius,Method002
Waynewood,11/19/1990,5,5,temp,5.5,DegreesCelsius,Method002
Giles,6/21/1994,7,7,temp,18.5,DegreesCelsius,Method002
Giles,7/15/1991,9,9,temp,18.3,DegreesCelsius,Method002
Giles,7/15/1991,8,8,temp,21.9,DegreesCelsius,Method002
Waynewood,11/19/1990,7,7,temp,5.4,DegreesCelsius,Method002
Giles,7/5/1989,20,20,temp,8.4,DegreesCelsius,Method002
Waynewood,7/9/2012,5,5,temp,11,DegreesCelsius,Method002
Giles,7/5/1989,-1,-1,temp,21.8,DegreesCelsius,Method002
Lacawac,7/6/2018,3,3,temp,21.5,DegreesCelsius,Method144
Waynewood,7/9/2012,4,4,temp,14.5,DegreesCelsius,Method002
Lacawac,5/13/1992,7,7,temp,5.5,DegreesCelsius,Method002
Giles,5/18/2012,20,20,temp,5.3,DegreesCelsius,Method002
Giles,4/27/2009,9,9,temp,7.5,DegreesCelsius,Method002
Waynewood,7/9/2012,2,2,temp,25.8,DegreesCelsius,Method002
Giles,6/3/2015,21,21,temp,4.7,DegreesCelsius,Method002
Waynewood,12/13/1990,8,8,temp,3.3,DegreesCelsius,Method002
Giles,7/5/1989,18,18,temp,8.5,DegreesCelsius,Method002
Lacawac,8/12/2015,6,6,temp,11.1,DegreesCelsius,Method002
Giles,7/6/1993,8,8,temp,18.9,DegreesCelsius,Method002
Giles,8/18/2014,2,2,temp,21.8,DegreesCelsius,Method002
Giles,8/12/2016,3,3,temp,25.8,DegreesCelsius,Method002
Lacawac,6/16/2016,3,3,temp,19.2,DegreesCelsius,Method002
Lacawac,5/13/1992,4,4,temp,10.8,DegreesCelsius,Method002
Lacawac,4/21/2013,5,5,temp,6.5,DegreesCelsius,Method002
Lacawac,8/27/1991,1,1,temp,23.1,DegreesCelsius,Method002
Giles,6/16/1992,14,14,temp,6.4,DegreesCelsius,Method002
Giles,11/22/1991,20,20,temp,8.4,DegreesCelsius,Method002
Lacawac,8/12/2009,8,8,temp,8,DegreesCelsius,Method002
Lacawac,8/12/2009,6,6,temp,11.4,DegreesCelsius,Method002
Giles,6/21/1994,17,17,temp,7.3,DegreesCelsius,Method002
Lacawac,7/30/1992,2,2,temp,22.3,DegreesCelsius,Method002
Lacawac,6/22/1993,5,5,temp,12.3,DegreesCelsius,Method002
Giles,10/13/2017,10,10,temp,11.7,DegreesCelsius,Method144
Giles,9/23/1992,4,4,temp,19.8,DegreesCelsius,Method002
Giles,6/22/2015,9,9,temp,9.4,DegreesCelsius,Method002
Waynewood,6/12/2013,8,8,temp,7.2,DegreesCelsius,Method002
Lacawac,4/21/2013,2,2,temp,10.9,DegreesCelsius,Method002
Giles,11/12/1996,9,9,temp,10,DegreesCelsius,Method002
Lacawac,10/15/1992,6,6,temp,12.9,DegreesCelsius,Method002
Giles,9/14/2009,17,17,temp,7,DegreesCelsius,Method002
Lacawac,10/15/1992,5,5,temp,13,DegreesCelsius,Method002
Giles,8/15/2017,4,4,temp,23.4,DegreesCelsius,Method144
Lacawac,6/22/2006,3,3,temp,24.1,DegreesCelsius,Method002
Lacawac,6/22/2006,1,1,temp,24.2,DegreesCelsius,Method002
Giles,3/25/1990,10,10,temp,5.8,DegreesCelsius,Method002
Giles,4/17/2006,8,8,temp,6.8,DegreesCelsius,Method002
Lacawac,8/12/2018,5,5,temp,13.7,DegreesCelsius,Method144
Giles,2/24/1991,11,11,temp,4.2,DegreesCelsius,Method002
Giles,9/14/2009,12,12,temp,9.4,DegreesCelsius,Method002
